SUMLEV,STATE,COUNTY,REGION,DIVISION,ctyname,STNAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNALMIG2000,INTERNALMIG2001,INTERNALMIG2002,INTERNALMIG2003,INTERNALMIG2004,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,CENSUS2000GQPOP,GQESTIMATESBASE2000,GQPOPESTIMATES2000,GQPOPESTIMATES2001,GQPOPESTIMATES2002,GQPOPESTIMATES2003,GQPOPESTIMATES2004
40,1,0,3,6,Alabama,Alabama,4447100,4447351,4452307,4468031,4481078,4503726,4530182,15214,63067,60246,59861,60490,10627,45608,46119,46606,47072,1426,5162,5152,4998,4974,-1097,-6372,-5977,4756,7987,40,-525,-255,-361,77,114720,114720,114720,116170,115299,115612,115612
50,1,1,3,6,Autauga County,Alabama,43671,43671,43911,44735,45585,46348,47468,146,636,595,606,647,79,356,368,391,429,7,0,7,6,4,166,552,620,550,903,0,-8,-4,-8,-5,260,260,260,260,260,260,260
50,1,3,3,6,Baldwin County,Alabama,140415,140415,141413,144930,148074,151574,156701,425,1883,1750,1740,1849,343,1366,1462,1475,1516,47,196,191,187,188,896,2840,2703,3079,4623,-27,-36,-38,-31,-17,2274,2274,2274,2235,2232,2232,2232
50,1,5,3,6,Barbour County,Alabama,29038,29038,29044,28990,28975,28805,28557,88,444,387,374,400,71,318,331,320,309,8,47,45,45,45,-20,-218,-109,-266,-385,1,-9,-7,-3,1,2718,2718,2718,2701,2893,2893,2893
50,1,7,3,6,Bibb County,Alabama,20826,19889,19938,21063,21057,21224,21317,67,274,298,276,267,61,191,213,218,221,3,8,7,7,7,39,1025,-94,105,37,1,9,-4,-3,3,302,302,302,1198,1234,1234,1234
50,1,9,3,6,Blount County,Alabama,51024,51024,51213,52173,53074,54195,54988,163,675,668,662,647,86,489,519,540,536,23,100,99,98,98,94,678,660,910,583,-5,-4,-7,-9,1,610,610,610,610,610,610,610
50,1,11,3,6,Bullock County,Alabama,11714,11626,11616,11424,11331,11330,11229,43,174,155,149,155,35,138,147,138,140,10,41,40,39,39,-27,-268,-140,-49,-154,-1,-1,-1,-2,-1,1511,1511,1511,1504,1541,1541,1541
50,1,13,3,6,Butler County,Alabama,21399,21401,21335,21164,20807,20765,20764,71,300,272,258,295,68,255,320,296,283,1,4,3,4,4,-69,-217,-308,-4,-19,-1,-3,-4,-4,2,265,265,265,265,265,265,265
50,1,15,3,6,Calhoun County,Alabama,112249,112243,111386,111221,111441,112097,112425,373,1567,1501,1467,1493,315,1409,1337,1256,1229,19,71,72,70,69,-916,-369,-3,393,-12,-18,-25,-13,-18,7,2428,2428,2428,2418,2379,2379,2379
50,1,17,3,6,Chambers County,Alabama,36583,36583,36577,36413,36157,35804,35567,114,469,439,450,450,106,507,468,479,481,1,19,16,16,16,-16,-136,-238,-335,-221,1,-9,-5,-5,-1,518,518,518,518,518,518,518
50,1,19,3,6,Cherokee County,Alabama,23988,23988,24059,24159,24327,24431,24525,71,285,268,267,271,66,235,291,288,271,4,16,14,14,14,63,43,180,115,79,-1,-9,-3,-4,1,360,360,360,360,360,360,360
50,1,21,3,6,Chilton County,Alabama,39593,39593,39802,40044,40506,40996,41466,135,552,504,527,547,86,377,412,422,440,5,50,47,46,47,159,33,326,345,316,-4,-16,-3,-6,0,351,351,351,351,351,351,351
50,1,23,3,6,Choctaw County,Alabama,15922,15922,15873,15731,15475,15351,15238,45,201,210,205,222,42,159,181,178,156,2,5,4,5,5,-51,-184,-283,-153,-185,-3,-5,-6,-3,1,133,133,133,133,133,133,133
50,1,25,3,6,Clarke County,Alabama,27867,27867,27840,27769,27535,27448,27422,101,443,373,350,390,63,294,309,270,261,0,-1,-1,-1,-1,-64,-210,-296,-161,-156,-1,-9,-1,-5,2,387,387,387,387,387,387,387
50,1,27,3,6,Clay County,Alabama,14254,14254,14263,14258,14231,14213,14092,44,190,165,148,141,50,168,169,175,188,0,3,3,3,3,15,-28,-24,9,-78,0,-2,-2,-3,1,266,266,266,266,266,266,266
50,1,29,3,6,Cleburne County,Alabama,14123,14123,14171,14302,14552,14623,14458,46,186,159,154,161,36,140,157,196,216,2,13,13,13,13,36,77,236,102,-122,0,-5,-1,-2,-1,113,113,113,113,113,113,113
50,1,31,3,6,Coffee County,Alabama,43615,43615,43555,43604,44001,44500,45041,136,543,529,555,536,111,440,432,479,469,24,36,47,42,39,-107,-80,257,388,437,-2,-10,-4,-7,-2,780,780,780,779,778,778,778
50,1,33,3,6,Colbert County,Alabama,54984,54984,55031,54932,54751,54675,54824,154,613,648,632,626,123,663,591,655,685,4,16,16,16,16,10,-46,-243,-61,191,2,-19,-11,-8,1,592,592,592,592,592,592,592
50,1,35,3,6,Conecuh County,Alabama,14089,14089,14056,13932,13747,13577,13453,42,206,168,180,193,48,159,163,171,161,0,1,1,1,1,-27,-169,-188,-178,-159,0,-3,-3,-2,2,79,79,79,79,79,79,79
50,1,37,3,6,Coosa County,Alabama,12202,11883,11883,11831,11614,11573,11368,22,116,124,131,136,28,113,118,121,126,0,0,0,0,0,8,-51,-220,-49,-213,-2,-4,-3,-2,-2,75,75,75,75,76,76,76
50,1,39,3,6,Covington County,Alabama,37631,37631,37520,37129,36991,36929,36875,106,434,426,443,482,125,495,497,491,523,1,18,18,18,18,-91,-339,-77,-26,-35,-2,-9,-8,-6,4,523,523,523,523,523,523,523
50,1,41,3,6,Crenshaw County,Alabama,13665,13665,13698,13721,13609,13672,13610,44,172,180,183,173,37,166,188,195,225,1,2,0,2,2,25,19,-102,75,-13,0,-4,-2,-2,1,160,160,160,160,160,160,160
50,1,43,3,6,Cullman County,Alabama,77483,77483,77586,77723,77964,78498,79189,228,982,952,938,942,223,880,948,942,912,25,103,102,97,97,68,-45,143,454,559,5,-23,-8,-13,5,998,998,998,998,998,998,998
50,1,45,3,6,Dale County,Alabama,49129,49129,49096,49167,49279,49332,49122,177,802,729,763,813,110,447,445,481,512,37,14,44,34,28,-138,-285,-211,-256,-538,1,-13,-5,-7,-1,1665,1665,1665,1665,1665,1665,1665
50,1,47,3,6,Dallas County,Alabama,46365,46365,46225,46046,45344,45071,44884,194,849,741,742,777,133,540,568,560,518,0,9,8,8,8,-197,-485,-874,-457,-455,-4,-12,-9,-6,1,539,539,539,540,518,518,518
50,1,49,3,6,DeKalb County,Alabama,64452,64452,64666,65669,65720,66368,66935,209,930,921,882,883,152,711,634,683,707,48,197,192,188,187,105,597,-420,272,201,4,-10,-8,-11,3,864,864,864,864,864,864,864
50,1,51,3,6,Elmore County,Alabama,65874,65876,66261,67666,69066,70623,71944,227,1028,901,930,960,120,532,493,542,604,11,7,12,10,9,268,911,984,1170,960,-1,-9,-4,-11,-4,5341,5341,5341,5745,5880,5880,5880
50,1,53,3,6,Escambia County,Alabama,38440,38440,38415,38546,38537,38332,38336,135,538,516,519,505,101,393,428,421,452,1,11,10,10,11,-57,-13,-102,-307,-62,-3,-12,-5,-6,2,3005,3005,3005,3134,3151,3151,3151
50,1,55,3,6,Etowah County,Alabama,103459,103459,103315,102974,102963,103119,103250,338,1368,1307,1266,1213,300,1376,1316,1336,1338,26,102,99,95,96,-210,-415,-90,147,157,2,-20,-11,-16,3,2043,2043,2043,2040,2038,2038,2038
50,1,57,3,6,Fayette County,Alabama,18495,18495,18474,18412,18320,18295,18273,47,230,193,193,206,53,206,236,223,231,1,5,5,5,5,-17,-85,-51,2,-3,1,-6,-3,-2,1,340,340,340,340,340,340,340
50,1,59,3,6,Franklin County,Alabama,31223,31223,31219,31162,30826,30817,30823,112,462,401,451,483,85,349,379,403,415,26,127,124,121,122,-58,-294,-480,-172,-184,1,-3,-2,-6,0,402,402,402,402,402,402,402
50,1,61,3,6,Geneva County,Alabama,25764,25764,25797,25542,25490,25556,25599,68,333,281,301,313,73,306,320,269,222,1,9,8,8,8,37,-288,-19,32,-61,0,-3,-2,-6,5,274,274,274,274,274,274,274
50,1,63,3,6,Greene County,Alabama,9974,9974,9964,9966,9937,9901,9746,48,151,157,158,164,30,98,111,126,122,0,-1,-1,-1,-1,-27,-46,-73,-64,-197,-1,-4,-1,-3,1,78,78,78,78,78,78,78
50,1,65,3,6,Hale County,Alabama,17185,18285,18313,18343,18259,18328,18275,55,280,248,237,249,53,191,189,181,202,0,-1,-1,-1,-1,27,-54,-138,17,-99,-1,-4,-4,-3,0,1390,1390,1390,1391,1391,1391,1391
50,1,67,3,6,Henry County,Alabama,16310,16310,16345,16314,16356,16471,16699,44,213,217,230,258,56,188,207,202,197,2,8,8,8,8,45,-60,27,81,161,0,-4,-3,-2,-2,179,179,179,179,179,179,179
50,1,69,3,6,Houston County,Alabama,88787,88787,88943,89554,90134,91576,92947,328,1359,1216,1264,1319,223,893,883,856,861,15,61,61,57,55,29,111,203,992,858,7,-27,-17,-15,0,1148,1148,1148,1148,1148,1148,1148
50,1,71,3,6,Jackson County,Alabama,53926,53926,54025,54070,53931,53929,53821,170,627,667,618,603,126,564,614,642,663,0,13,12,12,12,50,-13,-198,18,-64,5,-18,-6,-8,4,579,579,579,579,579,579,579
50,1,73,3,6,Jefferson County,Alabama,662047,662047,662061,661122,659354,659191,658495,2347,9619,9224,9182,9185,1740,7234,7383,7417,7522,310,1078,1057,1024,1025,-937,-4692,-4914,-3192,-3386,34,290,248,240,2,16113,16113,16113,15983,15539,15539,15539
50,1,75,3,6,Lamar County,Alabama,15904,15904,15914,15619,15403,15183,14975,56,179,169,173,159,55,197,226,210,206,4,9,9,9,9,3,-282,-165,-189,-171,2,-4,-3,-3,1,199,199,199,199,199,199,199
50,1,77,3,6,Lauderdale County,Alabama,87966,87966,87984,87483,87089,87112,87515,243,1018,942,918,927,178,971,929,920,884,14,55,54,53,53,-60,-584,-448,-15,306,-1,-19,-13,-13,1,1707,1707,1707,1741,1793,1793,1793
50,1,79,3,6,Lawrence County,Alabama,34803,34803,34864,34870,34721,34529,34418,95,451,399,364,374,94,359,344,340,323,2,10,10,10,10,57,-86,-210,-222,-175,1,-10,-4,-4,3,231,231,231,231,231,231,231
50,1,81,3,6,Lee County,Alabama,115092,115092,115420,116454,117599,119148,120714,342,1388,1367,1429,1392,180,802,780,745,749,50,183,187,183,182,107,302,388,698,733,9,-37,-17,-16,8,4467,4467,4467,4507,4590,4590,4590
50,1,83,3,6,Limestone County,Alabama,65676,65676,65950,66940,67549,68255,69387,253,919,832,830,862,129,566,550,606,686,11,45,45,44,44,137,601,290,448,915,2,-9,-8,-10,-3,2643,2643,2643,2684,2698,2698,2698
50,1,85,3,6,Lowndes County,Alabama,13473,13471,13482,13444,13516,13415,13210,48,244,219,212,205,27,135,150,131,127,0,0,-1,-1,-1,-9,-146,6,-178,-282,-1,-1,-2,-3,0,47,47,47,47,47,47,47
50,1,87,3,6,Macon County,Alabama,24105,24105,24082,24051,23707,23494,23179,73,316,271,254,240,67,327,261,271,273,5,21,20,21,21,-35,-34,-374,-214,-301,1,-7,0,-3,-2,2285,2285,2285,2421,2402,2408,2408
50,1,89,3,6,Madison County,Alabama,276700,276951,277837,280991,285375,289343,293072,917,3738,3508,3559,3693,546,2241,2160,2189,2266,158,564,563,545,545,349,1163,2508,2097,1747,8,-70,-35,-44,10,7258,7258,7258,7147,7317,7317,7317
50,1,91,3,6,Marengo County,Alabama,22539,22539,22562,22324,22401,22204,22084,75,349,329,305,309,51,249,261,247,235,6,21,21,19,19,-8,-355,-10,-269,-217,1,-4,-2,-5,4,193,193,193,193,193,193,193
50,1,93,3,6,Marion County,Alabama,31214,31214,31161,30685,30402,30256,30267,91,326,358,362,366,85,394,351,377,388,1,12,12,12,12,-59,-413,-299,-137,20,-1,-7,-3,-6,1,907,907,907,934,935,935,935
50,1,95,3,6,Marshall County,Alabama,82231,82231,82320,82364,83318,84110,84781,311,1176,1237,1289,1270,203,936,951,930,901,69,284,273,268,268,-88,-461,408,178,27,0,-19,-13,-13,7,972,972,972,972,972,972,972
50,1,97,3,6,Mobile County,Alabama,399843,399843,400094,400518,399655,399943,400526,1525,6198,6083,5967,5953,951,3956,3953,4002,4126,143,519,514,507,503,-491,-2257,-3473,-2128,-1759,25,-80,-34,-56,12,8068,8068,8068,8000,7842,7842,7842
50,1,99,3,6,Monroe County,Alabama,24324,24324,24273,24079,23994,23833,23725,95,334,346,315,320,81,250,237,241,246,0,1,0,0,1,-63,-274,-191,-231,-185,-2,-5,-3,-4,2,241,241,241,241,241,241,241
50,1,101,3,6,Montgomery County,Alabama,223510,223510,223383,222839,223044,222516,222559,867,3692,3508,3472,3445,453,2068,2123,2165,2177,73,163,187,174,167,-617,-2301,-1338,-1977,-1401,3,-30,-29,-32,9,12043,12043,12043,12155,12306,12611,12611
50,1,103,3,6,Morgan County,Alabama,111064,111064,111214,111654,111756,112856,113211,372,1523,1433,1504,1593,225,1059,1073,1075,1006,47,201,196,192,192,-53,-197,-441,496,-427,9,-28,-13,-17,3,1707,1707,1707,1736,1735,1735,1735
50,1,105,3,6,Perry County,Alabama,11861,11861,11818,11773,11726,11685,11522,44,228,204,199,207,38,152,175,182,193,0,-1,-1,-1,-1,-48,-119,-73,-56,-174,-1,-1,-2,-1,-2,471,471,471,511,593,593,593
50,1,107,3,6,Pickens County,Alabama,20949,20949,20922,20879,20849,20545,20401,78,301,310,258,239,65,255,272,282,283,0,-1,-1,-1,-1,-39,-85,-61,-276,-99,-1,-3,-6,-3,0,211,211,211,211,211,211,211
50,1,109,3,6,Pike County,Alabama,29605,29693,29725,29555,29167,29147,29396,107,455,409,399,406,77,317,340,329,331,14,56,55,51,51,-13,-362,-509,-137,122,1,-2,-3,-4,1,1198,1198,1198,1248,934,934,934
50,1,111,3,6,Randolph County,Alabama,22380,22380,22424,22542,22526,22389,22603,74,288,266,280,289,68,271,282,270,265,1,6,6,6,6,37,100,-1,-150,185,0,-5,-5,-3,-1,574,574,574,579,586,586,586
50,1,113,3,6,Russell County,Alabama,49756,49756,49694,49481,49286,48998,49262,158,673,651,640,618,119,599,568,570,557,8,47,50,48,48,-108,-326,-323,-398,152,-1,-8,-5,-8,3,687,687,687,687,687,687,687
50,1,115,3,6,St. Clair County,Alabama,64742,64742,65121,66269,67415,68590,70245,202,858,834,808,803,152,600,573,685,748,4,20,19,19,19,330,879,875,1045,1590,-5,-9,-9,-12,-9,1903,1903,1903,1901,1916,1916,1916
50,1,117,3,6,Shelby County,Alabama,143293,143293,144552,149224,153871,159641,165677,561,2338,2428,2362,2335,206,944,951,938,881,54,200,199,190,190,869,3096,2991,4184,4417,-19,-18,-20,-28,-25,1675,1675,1675,1667,1643,1643,1643
50,1,119,3,6,Sumter County,Alabama,14798,14798,14749,14595,14265,14202,14141,52,206,170,196,239,32,155,142,163,185,0,-1,-1,-1,-1,-66,-203,-352,-93,-115,-3,-1,-5,-2,1,253,253,253,286,237,237,237
50,1,121,3,6,Talladega County,Alabama,80321,80327,80376,80337,80341,80107,80277,272,1116,1123,1047,1020,202,871,953,943,912,5,24,24,22,22,-31,-292,-177,-349,36,5,-16,-13,-11,4,3701,3701,3701,3636,3495,3495,3495
50,1,123,3,6,Tallapoosa County,Alabama,41475,41792,41709,41414,41014,40805,40861,133,538,479,480,507,106,563,608,593,565,2,6,6,6,6,-112,-269,-272,-94,101,0,-7,-5,-8,7,1176,1176,1176,1176,1176,1176,1176
50,1,125,3,6,Tuscaloosa County,Alabama,164875,164875,165070,165415,165546,166178,167104,582,2293,2290,2188,2114,317,1496,1525,1528,1614,72,271,266,259,256,-157,-685,-886,-264,158,15,-38,-14,-23,12,8691,8691,8691,8613,7969,7971,7971
50,1,127,3,6,Walker County,Alabama,70713,70713,70693,70780,70577,70132,70005,240,985,850,895,946,229,922,914,951,938,12,39,39,39,39,-50,6,-169,-416,-183,7,-21,-9,-12,9,1021,1021,1021,1021,1021,1021,1021
50,1,129,3,6,Washington County,Alabama,18097,18097,18113,17944,17926,17932,17906,56,247,248,247,247,43,173,174,177,171,0,0,-1,-1,-1,2,-240,-89,-59,-102,1,-3,-2,-4,1,84,84,84,84,84,84,84
50,1,131,3,6,Wilcox County,Alabama,13183,13020,13008,12982,13061,13045,12958,50,256,221,229,228,28,143,145,167,177,0,0,0,0,0,-32,-138,6,-76,-138,-2,-1,-3,-2,0,138,138,138,149,146,146,146
50,1,133,3,6,Winston County,Alabama,24843,24843,24904,24725,24659,24596,24475,79,300,272,249,230,63,291,321,341,316,6,21,20,20,20,40,-206,-32,12,-57,-1,-3,-5,-3,2,306,306,306,306,306,306,306
40,2,0,4,9,Alaska,Alaska,626932,626931,627504,632389,640841,648280,655435,2454,10018,9959,10118,10206,760,3197,3296,3325,3408,460,947,1112,1036,957,-1563,-2738,754,-299,-635,-18,-145,-77,-91,35,19349,19349,19349,19412,18951,19506,19470
50,2,13,4,9,Aleutians East Borough,Alaska,2697,2697,2684,2459,2664,2715,2695,7,15,23,13,20,2,8,6,6,4,0,14,13,13,13,-16,-249,176,31,-49,-2,3,-1,0,0,1283,1283,1283,1156,1355,1384,1384
50,2,16,4,9,Aleutians West Census Area,Alaska,5465,5465,5440,5373,5140,5470,5407,6,32,34,33,29,5,12,8,9,9,4,21,21,21,21,-30,-107,-280,286,-105,0,-1,0,-1,1,2267,2267,2267,2258,2045,2317,2317
50,2,20,4,9,Anchorage Municipality,Alaska,260283,260283,260501,263706,267769,270865,272687,1026,4183,4166,4266,4275,288,1176,1356,1345,1327,271,539,617,577,539,-801,-250,663,-366,-1695,10,-91,-27,-36,30,7014,7014,7014,7152,6817,7511,7511
50,2,50,4,9,Bethel Census Area,Alaska,16006,16046,16088,16290,16618,16828,16964,111,426,428,400,404,17,113,132,125,120,1,10,10,10,10,-52,-118,25,-73,-159,-1,-3,-3,-2,1,241,241,241,267,292,327,327
50,2,60,4,9,Bristol Bay Borough,Alaska,1258,1258,1232,1183,1148,1117,1103,4,18,16,18,14,3,7,5,4,6,0,-1,-1,-1,-1,-26,-59,-45,-43,-21,-1,0,0,-1,0,0,0,0,0,0,0,0
50,2,68,4,9,Denali Borough,Alaska,1893,1893,1895,1843,1862,1879,1943,6,18,24,26,26,0,0,1,0,0,2,1,2,2,1,-5,-71,-5,-11,36,-1,0,-1,0,1,104,104,104,81,70,82,82
50,2,70,4,9,Dillingham Census Area,Alaska,4922,4922,4930,4889,4974,4904,4924,23,89,78,95,109,3,37,28,34,43,0,0,-1,-1,0,-12,-92,37,-128,-47,0,-1,-1,-2,1,33,33,33,34,41,20,20
50,2,90,4,9,Fairbanks North Star Borough,Alaska,82840,82840,82727,83809,84768,85223,85930,360,1550,1494,1538,1563,84,373,336,308,333,108,37,109,86,58,-493,-105,-298,-851,-587,-4,-27,-10,-10,6,3080,3080,3080,3123,3156,2880,2880
50,2,100,4,9,Haines Borough,Alaska,2392,2392,2399,2311,2301,2300,2233,7,19,16,16,13,7,16,14,17,19,0,-1,-1,-1,-1,8,-89,-11,1,-59,-1,-1,0,0,-1,5,5,5,5,5,5,5
50,2,110,4,9,Juneau City and Borough,Alaska,30711,30711,30680,30579,30692,31049,31118,91,410,404,384,385,26,145,143,124,129,13,51,53,51,51,-107,-413,-196,49,-238,-2,-4,-5,-3,0,678,678,678,678,613,601,601
50,2,122,4,9,Kenai Peninsula Borough,Alaska,49691,49691,49675,50177,51033,51287,51563,138,613,613,641,636,83,291,303,322,328,4,24,24,24,23,-73,174,528,-83,-63,-2,-18,-6,-6,8,1328,1328,1328,1359,1358,1354,1354
50,2,130,4,9,Ketchikan Gateway Borough,Alaska,14070,14059,13983,13813,13576,13351,13248,57,169,182,177,171,21,104,87,77,77,5,16,18,17,17,-114,-251,-349,-340,-213,-3,0,-1,-2,-1,219,219,219,214,242,244,213
50,2,150,4,9,Kodiak Island Borough,Alaska,13913,13913,13979,13752,13684,13352,13276,61,229,212,212,220,7,53,48,58,72,25,95,98,94,90,-14,-498,-328,-578,-313,1,0,-2,-2,-1,338,338,338,334,304,243,243
50,2,164,4,9,Lake and Peninsula Borough,Alaska,1823,1823,1808,1683,1590,1587,1584,7,21,22,23,24,4,17,24,14,13,0,0,0,0,0,-18,-129,-91,-11,-15,0,0,0,-1,1,0,0,0,0,0,0,0
50,2,170,4,9,Matanuska-Susitna Borough,Alaska,59322,59322,59903,62215,65113,68414,72278,221,838,862,833,847,85,315,325,315,328,10,42,45,44,40,445,1751,2322,2754,3322,-10,-4,-6,-15,-17,985,985,985,1038,1011,994,994
50,2,180,4,9,Nome Census Area,Alaska,9196,9196,9165,9162,9141,9186,9363,42,204,197,215,221,28,75,88,101,100,1,11,11,11,11,-45,-142,-139,-79,44,-1,-1,-2,-1,1,223,223,223,222,218,238,238
50,2,185,4,9,North Slope Borough,Alaska,7385,7385,7372,7254,7173,7194,7002,42,165,179,175,165,12,46,26,38,43,0,12,12,12,12,-42,-251,-245,-127,-323,-1,2,-1,-1,-3,103,103,103,82,71,66,66
50,2,188,4,9,Northwest Arctic Borough,Alaska,7208,7208,7213,7257,7317,7402,7545,31,161,206,226,221,7,46,56,63,59,0,1,1,1,1,-19,-69,-91,-77,-21,0,-3,0,-2,1,319,319,319,331,325,295,295
50,2,201,4,9,Prince of Wales-Outer Ketchikan Census A,Alaska,6146,6157,6141,5916,5756,5781,5779,24,84,69,69,72,6,24,27,26,29,0,-1,-1,-1,-1,-33,-287,-200,-17,-45,-1,3,-1,0,1,87,87,87,87,88,77,77
50,2,220,4,9,Sitka City and Borough,Alaska,8835,8835,8836,8710,8858,8867,8849,31,123,134,116,102,16,56,38,45,52,4,15,18,16,15,-18,-208,34,-76,-85,0,0,0,-2,2,271,271,271,276,259,234,229
50,2,232,4,9,Skagway-Hoonah-Angoon Census Area,Alaska,3436,3436,3433,3389,3281,3154,3136,6,26,23,25,20,4,25,11,11,17,0,-1,-1,-1,-1,-6,-42,-119,-140,-19,1,-2,0,0,-1,20,20,20,20,23,24,24
50,2,240,4,9,Southeast Fairbanks Census Area,Alaska,6174,6174,6165,5694,5626,5733,5997,24,89,86,86,105,8,24,33,55,61,6,38,40,38,36,-31,-582,-159,38,184,0,8,-2,0,0,299,299,299,253,248,207,207
50,2,261,4,9,Valdez-Cordova Census Area,Alaska,10195,10195,10240,10113,10069,9993,9964,28,125,128,131,125,11,55,50,53,59,6,19,20,19,18,21,-214,-138,-172,-113,1,-2,-4,-1,0,182,182,182,166,158,157,157
50,2,270,4,9,Wade Hampton Census Area,Alaska,7028,7028,7040,7078,7163,7287,7508,51,219,194,221,259,11,59,44,55,55,0,-1,-1,-1,-1,-27,-119,-63,-41,16,-1,-2,-1,0,2,10,10,10,12,10,10,10
50,2,280,4,9,Wrangell-Petersburg Census Area,Alaska,6684,6684,6690,6627,6455,6303,6297,21,84,63,57,49,7,41,54,61,61,0,8,8,8,8,-9,-113,-188,-154,-5,1,-1,-1,-2,3,70,70,70,74,52,46,46
50,2,282,4,9,Yakutat City and Borough,Alaska,808,808,798,781,741,716,708,3,8,7,7,7,1,9,3,4,3,0,-1,-1,-1,-1,-11,-16,-42,-27,-10,-1,1,-1,0,-1,122,122,122,122,122,122,122
50,2,290,4,9,Yukon-Koyukuk Census Area,Alaska,6551,6510,6487,6326,6329,6323,6334,26,100,99,115,124,14,70,50,55,61,0,-1,-1,-1,-1,-35,-189,-44,-64,-52,0,-1,-1,-1,1,68,68,68,68,68,68,68
40,4,0,4,8,Arizona,Arizona,5130632,5130632,5165944,5296845,5439091,5579222,5743834,19758,84911,85545,88977,92160,9409,40647,42347,42965,42678,8852,34051,33410,32473,32389,16249,53396,66353,62586,83041,-138,-810,-715,-940,-300,109850,109850,109850,109837,109968,109837,109837
50,4,1,4,8,Apache County,Arizona,69423,69423,69157,67757,67511,68388,68903,276,1204,1150,1251,1272,104,533,554,545,502,-9,-18,-20,-20,-20,-421,-2062,-817,201,-239,-8,9,-5,-10,4,1273,1273,1273,1273,1273,1273,1273
50,4,3,4,8,Cochise County,Arizona,117755,117755,118035,118773,120044,121736,124013,418,1660,1686,1739,1808,246,1064,1102,1089,1055,171,303,357,336,315,-72,-128,345,727,1218,9,-33,-15,-21,-9,5667,5667,5667,5667,5667,5667,5667
50,4,5,4,8,Coconino County,Arizona,116320,116320,116668,117582,119956,121172,122754,455,1838,1915,1916,1943,115,534,604,629,608,61,243,234,231,230,-59,-603,844,-285,-6,6,-30,-15,-17,23,3090,3090,3090,3090,3090,3090,3090
50,4,7,4,8,Gila County,Arizona,51335,51335,51379,51331,51539,51344,51422,147,684,633,704,810,123,638,637,677,678,13,59,59,58,58,10,-140,157,-270,-116,-3,-13,-4,-10,4,931,931,931,931,931,931,931
50,4,9,4,8,Graham County,Arizona,33489,33489,33494,33526,33233,33062,32993,113,468,447,488,482,64,240,262,259,234,2,16,16,16,16,-47,-199,-489,-411,-334,1,-13,-5,-5,1,3232,3232,3232,3232,3232,3232,3232
50,4,11,4,8,Greenlee County,Arizona,8547,8547,8549,8402,7856,7548,7501,24,105,86,97,104,26,50,54,68,69,0,9,9,9,9,3,-211,-584,-345,-92,1,0,-3,-1,1,27,27,27,27,27,27,27
50,4,12,4,8,La Paz County,Arizona,19715,19715,19657,19609,19513,19696,19898,36,189,216,243,239,57,173,239,254,206,8,64,64,62,63,-43,-123,-130,136,107,-2,-5,-7,-4,-1,280,280,280,280,280,280,280
50,4,13,4,8,Maricopa County,Arizona,3072149,3072149,3096476,3196231,3293606,3388768,3501001,12688,55075,55303,57407,59660,5331,22761,23581,23646,23354,6720,26734,26115,25410,25389,10285,41117,39915,36536,50695,-35,-410,-377,-545,-157,44783,44783,44783,44783,44782,44782,44782
50,4,15,4,8,Mohave County,Arizona,155032,155032,156271,160029,165788,172248,179981,436,1762,1966,2176,2262,453,1965,2047,2216,2309,85,337,335,327,327,1203,3627,5533,6216,7498,-32,-3,-28,-43,-45,1231,1231,1231,1231,1231,1231,1231
50,4,17,4,8,Navajo County,Arizona,97470,97470,97937,99005,102106,104379,106455,379,1630,1620,1660,1685,153,752,702,745,784,12,67,61,62,62,229,153,2133,1313,1115,0,-30,-11,-17,-2,2240,2240,2240,2240,2240,2240,2240
50,4,19,4,8,Pima County,Arizona,843746,843746,848554,861408,877529,890987,907059,2962,12304,12195,12685,12902,1691,7326,7634,7691,7692,1059,3643,3608,3486,3464,2493,4457,8092,5121,7387,-15,-224,-140,-143,11,22034,22034,22034,22034,22034,22034,22034
50,4,21,4,8,Pinal County,Arizona,179727,179727,181470,186927,194942,204529,214359,579,2571,2675,2756,2885,351,1573,1617,1715,1737,172,692,673,655,655,1371,3781,6317,7937,8094,-28,-14,-33,-46,-67,15230,15230,15230,15230,15230,15230,15230
50,4,23,4,8,Santa Cruz County,Arizona,38381,38381,38564,39045,39615,40185,40784,199,740,785,773,723,41,191,188,214,231,80,303,299,291,291,-55,-361,-316,-272,-190,0,-10,-10,-8,6,205,205,205,205,205,205,205
50,4,25,4,8,Yavapai County,Arizona,167517,167517,168983,173743,179138,184576,190628,402,1741,1784,1934,2042,460,1886,2067,2062,2050,99,400,387,378,375,1469,4488,5328,5230,5736,-44,17,-37,-42,-51,3764,3764,3764,3758,3778,3769,3769
50,4,27,4,8,Yuma County,Arizona,160026,160026,160750,163477,166715,170604,176083,644,2940,3084,3148,3343,194,961,1059,1155,1169,379,1199,1213,1172,1155,-117,-400,25,752,2168,12,-51,-25,-28,-18,5863,5863,5863,5856,5968,5846,5846
