SUMLEV,STATE,COUNTY,REGION,DIVISION,ctyname,STNAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNALMIG2000,INTERNALMIG2001,INTERNALMIG2002,INTERNALMIG2003,INTERNALMIG2004,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,CENSUS2000GQPOP,GQESTIMATESBASE2000,GQPOPESTIMATES2000,GQPOPESTIMATES2001,GQPOPESTIMATES2002,GQPOPESTIMATES2003,GQPOPESTIMATES2004
50,13,239,3,5,Quitman County,Georgia,2598,2598,2607,2613,2571,2485,2467,9,39,34,45,45,6,35,34,43,45,0,2,2,2,2,6,1,-44,-89,-22,0,-1,0,-1,2,0,0,0,0,0,0,0
50,13,241,3,5,Rabun County,Georgia,15050,15050,15089,15312,15532,15814,16011,37,187,163,179,185,42,176,161,139,136,8,56,55,55,54,37,157,166,188,94,-1,-1,-3,-1,0,284,284,284,270,275,285,296
50,13,243,3,5,Randolph County,Georgia,7791,7791,7759,7664,7574,7378,7331,22,100,113,92,95,33,114,131,121,95,1,4,4,4,4,-20,-84,-76,-170,-50,-2,-1,0,-1,-1,303,303,303,334,368,330,322
50,13,245,3,5,Richmond County,Georgia,199775,199775,199548,199008,198173,197137,196265,740,3386,3366,3199,3151,471,1937,1924,1941,1972,135,91,183,151,120,-631,-2050,-2431,-2414,-2176,0,-30,-29,-31,5,10911,10911,10911,11085,11027,10264,10142
50,13,247,3,5,Rockdale County,Georgia,70111,70111,70571,71788,73125,74963,76821,258,1021,1020,1045,1061,103,508,529,557,580,120,423,416,404,404,183,299,437,957,977,2,-18,-7,-11,-4,1102,1102,1102,1056,1114,1131,1107
50,13,249,3,5,Schley County,Georgia,3766,3766,3784,3880,3938,3952,4041,11,50,39,54,71,9,47,41,36,32,1,8,9,8,8,15,84,51,-10,40,0,1,0,-2,2,11,11,11,11,9,13,12
50,13,251,3,5,Screven County,Georgia,15374,15374,15373,15200,15438,15344,15336,43,202,192,186,201,39,165,161,179,209,3,8,8,7,7,-8,-218,202,-105,-8,0,0,-3,-3,1,309,309,309,316,492,476,469
50,13,253,3,5,Seminole County,Georgia,9369,9369,9373,9314,9348,9225,9268,30,134,126,110,104,23,126,103,112,127,2,2,3,3,2,-6,-67,11,-123,65,1,-2,-3,-1,-1,304,304,304,300,314,310,304
50,13,255,3,5,Spalding County,Georgia,58417,58417,58482,59189,59704,60497,60886,223,952,925,935,967,153,596,581,593,634,28,110,106,104,104,-38,257,72,355,-53,5,-16,-7,-8,5,873,873,873,908,1077,1044,1014
50,13,257,3,5,Stephens County,Georgia,25435,25435,25490,25546,25534,25216,24988,97,354,299,294,306,82,312,336,331,296,0,9,8,7,7,39,13,21,-283,-246,1,-8,-4,-5,1,941,941,941,953,864,877,856
50,13,259,3,5,Stewart County,Georgia,5252,5252,5239,5178,5102,5038,4981,11,68,56,63,60,22,58,82,68,58,0,0,0,0,0,-2,-71,-48,-58,-59,0,0,-2,-1,0,269,269,269,266,273,269,267
50,13,261,3,5,Sumter County,Georgia,33200,33200,33247,33250,33244,33196,32873,130,526,561,519,483,76,339,331,349,383,9,34,34,34,34,-18,-211,-266,-246,-456,2,-7,-4,-6,-1,1512,1512,1512,1599,1644,1658,1678
50,13,263,3,5,Talbot County,Georgia,6498,6498,6531,6584,6600,6550,6587,28,90,102,95,84,19,95,89,99,92,0,0,0,0,0,24,60,4,-45,45,0,-2,-1,-1,0,17,17,17,15,18,16,22
50,13,265,3,5,Taliaferro County,Georgia,2077,2077,2077,2015,2006,1944,1896,4,19,25,25,22,12,23,21,20,21,0,-1,-1,-1,-1,9,-56,-11,-66,-49,-1,-1,-1,0,1,23,23,23,23,23,23,23
50,13,267,3,5,Tattnall County,Georgia,22305,22305,22326,22221,22270,22514,22994,83,303,344,350,331,44,210,233,216,179,25,91,91,89,89,-43,-286,-151,24,240,0,-3,-2,-3,-1,3938,3938,3938,3726,3738,3801,3808
50,13,269,3,5,Taylor County,Georgia,8815,8815,8825,8773,8903,8958,8985,38,104,120,120,129,27,112,106,128,148,1,4,4,4,4,-4,-45,114,60,39,2,-3,-2,-1,3,418,418,418,430,464,484,492
50,13,271,3,5,Telfair County,Georgia,11794,11794,11805,11771,11620,12917,12913,37,190,169,199,190,31,156,175,173,170,2,11,10,11,10,3,-76,-151,1264,-37,0,-3,-4,-4,3,1547,1547,1547,1557,1461,2759,2758
50,13,273,3,5,Terrell County,Georgia,10970,10970,10977,10953,10819,10987,10950,52,202,160,154,168,25,124,129,140,143,0,3,3,3,3,-18,-101,-166,152,-64,-2,-4,-2,-1,-1,208,208,208,224,214,393,401
50,13,275,3,5,Thomas County,Georgia,42737,42737,42849,42940,43142,43839,43989,158,642,609,593,623,128,502,482,461,484,4,31,30,29,29,75,-71,57,545,-25,3,-9,-12,-9,7,1149,1149,1149,1267,1339,1422,1406
50,13,277,3,5,Tift County,Georgia,38407,38407,38450,38590,39078,39577,40178,147,621,616,628,654,78,386,329,357,385,49,187,183,180,181,-76,-273,26,53,149,1,-9,-8,-5,2,1509,1509,1509,1473,1446,1560,1563
50,13,279,3,5,Toombs County,Georgia,26067,26067,26125,26189,26267,26489,26775,113,457,403,412,427,72,293,273,278,284,28,112,107,105,105,-10,-206,-158,-13,35,-1,-6,-1,-4,3,474,474,474,444,442,443,419
50,13,281,3,5,Towns County,Georgia,9319,9319,9371,9556,9684,9956,10133,18,92,80,78,82,36,130,110,129,154,1,14,12,12,12,72,208,148,313,238,-3,1,-2,-2,-1,507,507,507,487,488,510,512
50,13,283,3,5,Treutlen County,Georgia,6854,6854,6884,6905,6973,6986,7045,29,87,80,92,113,18,79,75,69,62,0,11,11,11,11,19,4,52,-19,-5,0,-2,0,-2,2,388,388,388,499,539,556,557
50,13,285,3,5,Troup County,Georgia,58779,58779,58935,59563,59896,60428,61201,232,928,943,961,959,170,667,649,665,726,18,89,87,84,84,73,291,-40,161,454,3,-13,-8,-9,2,1517,1517,1517,1545,1681,1745,1724
50,13,287,3,5,Turner County,Georgia,9504,9504,9515,9538,9621,9512,9400,39,164,155,138,123,27,105,105,106,116,2,11,12,10,10,-3,-45,24,-149,-128,0,-2,-3,-2,-1,161,161,161,114,173,128,126
50,13,289,3,5,Twiggs County,Georgia,10590,10590,10594,10601,10510,10542,10449,35,117,133,122,119,35,105,111,91,79,1,0,0,0,0,3,-1,-108,3,-135,0,-4,-5,-2,2,140,140,140,143,125,116,111
50,13,291,3,5,Union County,Georgia,17289,17289,17420,17855,18398,19166,19607,42,188,170,176,168,52,191,204,226,241,0,1,1,1,1,145,439,580,823,515,-4,-2,-4,-6,-2,443,443,443,466,462,499,497
50,13,293,3,5,Upson County,Georgia,27597,27597,27636,27806,27778,27920,28105,92,380,374,362,377,81,372,357,375,404,11,42,41,40,40,16,127,-82,119,172,1,-7,-4,-4,0,452,452,452,471,454,480,493
50,13,295,3,5,Walker County,Georgia,61053,61053,61130,61866,62100,62709,63379,182,741,794,805,801,178,672,682,689,691,7,38,38,38,38,62,641,93,465,524,4,-12,-9,-10,-2,1005,1005,1005,1205,1219,1269,1250
50,13,297,3,5,Walton County,Georgia,60687,60687,61626,64390,67101,69485,71941,247,1018,1025,1050,1069,121,497,519,526,520,11,59,58,56,56,830,2190,2167,1818,1853,-28,-6,-20,-14,-2,542,542,542,540,547,672,664
50,13,299,3,5,Ware County,Georgia,35483,35499,35460,35517,35537,35660,35615,110,510,514,512,522,95,457,432,411,389,19,63,63,61,60,-71,-48,-121,-33,-237,-2,-11,-4,-6,-1,2251,2251,2251,2312,2306,2339,2344
50,13,301,3,5,Warren County,Georgia,6336,6336,6301,6329,6258,6204,6254,14,98,111,115,100,22,84,97,97,77,0,-1,-1,-1,-1,-25,15,-80,-70,28,-2,0,-4,-1,0,117,117,117,117,114,113,113
50,13,303,3,5,Washington County,Georgia,21176,21176,21172,21132,20890,21028,21061,52,289,235,271,302,50,214,235,209,221,0,4,3,3,3,-7,-114,-243,76,-53,1,-5,-2,-3,2,1452,1452,1452,1489,1497,1609,1588
50,13,305,3,5,Wayne County,Georgia,26565,26569,26617,26878,27114,27679,28198,72,374,389,408,421,57,250,254,268,261,6,20,21,21,21,26,123,83,410,339,1,-6,-3,-6,-1,2148,2148,2148,2141,2157,2236,2228
50,13,307,3,5,Webster County,Georgia,2390,2390,2390,2325,2295,2307,2326,5,35,27,29,26,10,22,35,38,30,0,5,5,5,5,4,-82,-25,17,16,1,-1,-2,-1,2,2,2,2,2,2,2,2
50,13,309,3,5,Wheeler County,Georgia,6179,6179,6173,6678,6577,6619,6588,19,65,65,74,74,18,62,65,58,44,0,9,9,9,10,-7,488,-107,18,-73,0,5,-3,-1,2,1080,1080,1080,1580,1526,1545,1550
50,13,311,3,5,White County,Georgia,19944,19944,20126,21000,22094,22810,23595,53,269,282,281,284,59,184,211,221,210,2,15,15,14,14,192,770,1013,648,700,-6,4,-5,-6,-3,515,515,515,535,531,500,517
50,13,313,3,5,Whitfield County,Georgia,83525,83558,84122,85602,86774,87810,89461,408,1709,1793,1805,1799,159,686,651,705,787,266,1029,1002,979,977,40,-556,-963,-1028,-346,9,-16,-9,-15,8,768,768,768,779,796,806,1098
50,13,315,3,5,Wilcox County,Georgia,8577,8577,8569,8753,8663,8713,8691,27,109,107,92,105,21,103,88,96,86,1,2,2,2,2,-16,176,-111,54,-45,1,0,0,-2,2,1475,1475,1475,1578,1604,1617,1616
50,13,317,3,5,Wilkes County,Georgia,10687,10687,10678,10649,10660,10687,10583,31,137,133,121,116,34,142,145,138,143,2,8,8,8,8,-7,-30,16,38,-86,-1,-2,-1,-2,1,135,135,135,128,145,152,141
50,13,319,3,5,Wilkinson County,Georgia,10220,10220,10231,10296,10267,10216,10191,39,152,159,130,119,25,109,104,102,108,0,16,16,16,16,-4,9,-99,-93,-53,1,-3,-1,-2,1,83,83,83,100,92,97,97
50,13,321,3,5,Worth County,Georgia,21967,21967,21935,22070,21854,21963,22008,73,309,304,298,283,52,196,179,201,218,1,8,8,8,7,-54,22,-345,7,-27,0,-8,-4,-3,0,208,208,208,202,212,231,211
40,15,0,4,9,Hawaii,Hawaii,1211537,1211537,1212109,1222011,1234514,1248755,1262840,4351,18020,18122,18741,19115,2049,8529,9067,9422,9645,2070,5481,5788,5506,5359,-3773,-4872,-2217,-399,-725,-27,-198,-123,-185,-19,35782,35782,35782,36206,35632,35300,35711
50,15,1,4,9,Hawaii County,Hawaii,148677,148677,149291,151779,154854,158735,162971,547,2194,2166,2341,2353,289,1183,1244,1391,1456,138,523,512,495,498,207,982,1652,2462,2854,11,-28,-11,-26,-13,2804,2804,2804,2801,2884,2907,2907
50,15,3,4,9,Honolulu County,Hawaii,876156,876156,875352,879424,886234,893358,899593,3130,13189,13269,13656,13986,1463,6058,6466,6635,6749,1729,4178,4506,4256,4104,-4151,-7100,-4416,-4022,-5101,-49,-137,-83,-131,-5,30945,30945,30945,31315,30575,30310,30721
50,15,5,4,9,Kalawao County,Hawaii,147,147,146,140,133,130,126,0,0,0,0,0,0,3,1,3,5,0,-1,-1,-1,-1,-1,-2,-4,0,2,0,0,-1,1,0,0,0,0,0,0,0,0
50,15,7,4,9,Kauai County,Hawaii,58463,58463,58535,59061,59990,60736,61929,178,809,805,761,763,103,439,466,456,445,34,153,154,148,148,-42,18,443,303,730,5,-15,-7,-10,-3,632,632,632,604,664,667,667
50,15,9,4,9,Maui County,Hawaii,128094,128094,128785,131607,133303,135796,138221,496,1828,1882,1983,2013,194,846,890,937,990,169,628,617,608,610,214,1230,108,858,790,6,-18,-21,-19,2,1401,1401,1401,1486,1509,1416,1416
40,16,0,4,8,Idaho,Idaho,1293953,1293956,1299677,1321228,1343194,1367034,1393262,5188,20450,20473,21098,21160,2332,9807,9878,10186,10406,712,2939,2917,2828,2812,2237,7482,8094,10324,12624,-84,487,360,-224,38,31496,31496,31496,32621,33055,33102,33102
50,16,1,4,8,Ada County,Idaho,300904,300904,303059,312855,319839,325482,332523,1226,4817,4770,4964,5020,469,1864,1892,1942,1889,227,834,825,795,791,1186,6047,3342,1875,3095,-15,-38,-61,-49,24,7118,7118,7118,8297,8516,8439,8439
50,16,3,4,8,Adams County,Idaho,3476,3476,3467,3440,3478,3469,3451,7,19,27,21,16,5,33,27,26,31,0,1,1,1,0,-10,-13,36,-3,-4,-1,-1,1,-2,1,38,38,38,38,38,38,38
50,16,5,4,8,Bannock County,Idaho,75565,75565,75594,75916,75807,75492,75672,359,1384,1368,1434,1421,137,561,606,629,635,16,79,78,77,78,-211,-566,-944,-1185,-684,2,-14,-5,-12,0,2285,2285,2285,2274,2254,2174,2174
50,16,7,4,8,Bear Lake County,Idaho,6411,6411,6425,6423,6303,6330,6323,28,77,77,92,110,18,50,53,56,79,0,1,1,1,1,3,-28,-145,-7,-40,1,-2,0,-3,1,56,56,56,56,56,56,56
50,16,9,4,8,Benewah County,Idaho,9171,9171,9195,9027,9011,9032,8961,23,130,116,113,96,27,95,96,112,116,0,0,0,0,0,30,-204,-34,22,-51,-2,1,-2,-2,0,142,142,142,142,142,142,142
50,16,11,4,8,Bingham County,Idaho,41735,41735,41812,42259,42363,42905,43205,196,772,719,748,794,71,299,288,308,331,14,79,78,78,77,-64,-94,-400,30,-243,2,-11,-5,-6,3,403,403,403,403,403,403,403
50,16,13,4,8,Blaine County,Idaho,18991,18991,19127,19772,20296,20731,21103,69,266,268,288,274,12,87,69,79,84,27,116,112,108,110,54,350,217,121,69,-2,0,-4,-3,3,353,353,353,353,353,353,353
50,16,15,4,8,Boise County,Idaho,6670,6670,6746,6923,7055,7236,7362,18,73,60,51,54,4,43,26,27,24,1,13,13,13,13,65,135,88,145,82,-4,-1,-3,-1,1,76,76,76,76,76,76,76
50,16,17,4,8,Bonner County,Idaho,36835,36835,37026,37315,38226,39197,39872,106,368,394,396,387,62,306,338,344,341,1,15,15,15,15,150,219,844,912,617,-4,-7,-4,-8,-3,310,310,310,310,310,310,310
50,16,19,4,8,Bonneville County,Idaho,82522,82522,82899,83866,85273,87237,89653,364,1461,1489,1570,1571,104,609,627,609,636,28,116,110,107,108,83,29,454,910,1375,6,-30,-19,-14,-2,1126,1126,1126,1125,1145,1145,1145
50,16,21,4,8,Boundary County,Idaho,9871,9871,9927,9874,9984,10172,10396,35,137,119,133,152,23,94,78,79,79,0,1,1,1,1,45,-95,69,135,151,-1,-2,-1,-2,-1,212,212,212,212,212,212,212
50,16,23,4,8,Butte County,Idaho,2899,2899,2899,2862,2928,2858,2838,9,29,53,40,32,10,20,25,29,32,0,5,5,5,5,1,-52,33,-84,-26,0,1,0,-2,1,21,21,21,21,21,21,21
50,16,25,4,8,Camas County,Idaho,991,991,981,1011,1038,1035,1013,3,10,12,8,6,0,5,4,5,11,0,-1,-1,-1,-1,-12,26,21,-6,-16,-1,0,-1,1,0,3,3,3,3,3,3,3
50,16,27,4,8,Canyon County,Idaho,131441,131441,133092,139177,145546,151998,158038,637,2584,2824,2929,2896,234,973,1007,1003,1003,110,438,432,418,417,1164,4034,4139,4137,3741,-26,2,-19,-29,-11,2940,2940,2940,2850,2870,2838,2838
50,16,29,4,8,Caribou County,Idaho,7304,7304,7309,7389,7240,7194,7213,29,104,95,99,99,18,62,68,73,66,0,3,3,3,3,-7,37,-175,-74,-17,1,-2,-4,-1,0,63,63,63,63,63,63,63
50,16,31,4,8,Cassia County,Idaho,21416,21416,21412,21554,21557,21537,21393,123,380,368,379,386,41,193,171,183,186,13,57,56,55,55,-98,-96,-248,-267,-398,-1,-6,-2,-4,-1,322,322,322,322,322,322,322
50,16,33,4,8,Clark County,Idaho,1022,1022,1027,972,957,909,906,7,17,18,12,8,4,9,11,6,5,0,15,15,15,15,2,-79,-37,-69,-21,0,1,0,0,0,0,0,0,0,0,0,0
50,16,35,4,8,Clearwater County,Idaho,8930,8930,8895,8632,8467,8448,8393,17,74,68,67,78,21,97,95,90,89,0,-1,-1,-1,-1,-30,-240,-135,6,-42,-1,1,-2,-1,-1,599,599,599,622,625,634,634
50,16,37,4,8,Custer County,Idaho,4342,4342,4340,4270,4166,4118,4114,9,39,31,26,24,6,27,36,35,39,0,1,1,1,1,-4,-82,-99,-39,9,-1,-1,-1,-1,1,71,71,71,71,71,71,71
50,16,39,4,8,Elmore County,Idaho,29130,29130,29088,29098,29227,28742,28878,126,518,514,505,497,28,164,145,156,164,64,50,82,72,60,-200,-390,-319,-903,-259,-4,-4,-3,-3,2,4060,4060,4060,4035,4040,4054,4054
50,16,41,4,8,Franklin County,Idaho,11329,11329,11364,11500,11805,11898,12199,49,193,247,231,197,26,87,89,91,97,3,26,25,25,25,9,9,123,-71,177,0,-5,-1,-1,-1,76,76,76,76,76,76,76
50,16,43,4,8,Fremont County,Idaho,11819,11819,11792,11837,11897,12175,12263,45,210,210,206,211,24,107,91,93,101,6,45,45,43,43,-53,-100,-101,125,-69,-1,-3,-3,-3,4,316,316,316,326,326,405,405
50,16,45,4,8,Gem County,Idaho,15181,15181,15218,15443,15583,15783,15963,44,188,196,185,190,46,164,154,155,171,5,27,26,26,26,34,174,75,148,134,0,0,-3,-4,1,199,199,199,199,199,199,199
50,16,47,4,8,Gooding County,Idaho,14155,14158,14201,14225,14235,14329,14346,52,223,209,236,244,24,123,166,163,162,12,66,65,63,63,2,-138,-96,-41,-130,1,-4,-2,-1,2,203,203,203,203,203,203,203
50,16,49,4,8,Idaho County,Idaho,15511,15511,15473,15464,15519,15490,15616,35,160,154,169,172,39,145,141,168,188,1,5,5,5,5,-33,-25,41,-33,137,-2,-4,-4,-2,0,539,539,539,552,630,651,651
50,16,51,4,8,Jefferson County,Idaho,19155,19155,19227,19350,19784,20225,20782,92,367,338,344,370,26,127,128,118,133,5,55,55,54,53,-1,-169,171,164,267,2,-3,-2,-3,0,81,81,81,81,81,81,81
50,16,53,4,8,Jerome County,Idaho,18342,18342,18442,18475,18694,18921,19279,90,312,310,322,338,33,135,155,160,154,23,87,87,83,83,20,-228,-20,-16,89,0,-3,-3,-2,2,113,113,113,113,113,113,113
50,16,55,4,8,Kootenai County,Idaho,108685,108685,109539,111814,114323,117614,122350,400,1516,1447,1477,1494,221,863,918,933,971,9,57,56,56,55,689,1599,1958,2715,4171,-23,-34,-34,-24,-13,1400,1400,1400,1400,1580,1588,1588
50,16,57,4,8,Latah County,Idaho,34935,34935,34858,35022,34828,34986,35169,116,402,438,455,422,46,197,219,241,264,30,126,122,120,120,-176,-158,-532,-171,-99,-1,-9,-3,-5,4,3914,3914,3914,4144,4008,4193,4193
50,16,59,4,8,Lemhi County,Idaho,7806,7806,7745,7675,7753,7755,7820,17,72,55,63,68,28,83,83,84,88,0,6,5,5,6,-49,-63,101,19,78,-1,-2,0,-1,1,27,27,27,27,27,27,27
50,16,61,4,8,Lewis County,Idaho,3747,3747,3746,3622,3725,3747,3753,13,37,39,41,44,10,44,38,42,28,0,-1,-1,-1,-1,-3,-117,104,24,-8,-1,1,-1,0,-1,34,34,34,34,34,34,34
50,16,63,4,8,Lincoln County,Idaho,4044,4044,4057,4164,4232,4302,4326,15,73,73,66,62,15,32,32,28,25,0,23,23,23,21,13,45,4,10,-35,0,-2,0,-1,1,36,36,36,36,36,36,36
50,16,65,4,8,Madison County,Idaho,27467,27467,27421,27881,28819,29725,30782,119,506,526,597,593,20,101,120,117,129,9,42,41,41,41,-154,-693,-98,384,553,0,706,589,1,-1,1396,1396,1396,1181,1214,1100,1100
50,16,67,4,8,Minidoka County,Idaho,20174,20174,20097,19556,19443,19333,19229,89,333,318,303,308,44,193,159,160,177,15,79,79,75,75,-134,-764,-351,-324,-308,-3,4,0,-4,-2,144,144,144,144,144,144,144
50,16,69,4,8,Nez Perce County,Idaho,37410,37410,37387,36993,37178,37701,37823,113,431,458,462,451,90,421,405,477,511,8,32,32,31,31,-54,-430,113,514,140,0,-6,-13,-7,11,662,662,662,661,676,708,708
50,16,71,4,8,Oneida County,Idaho,4125,4125,4129,4173,4131,4129,4143,15,69,54,45,38,12,39,43,40,44,0,3,3,3,3,1,13,-56,-10,16,0,-2,0,0,1,46,46,46,46,46,46,46
50,16,73,4,8,Owyhee County,Idaho,10644,10644,10692,10925,10933,11102,10998,36,188,177,178,188,28,82,81,80,91,9,63,62,60,60,32,65,-148,13,-260,-1,-1,-2,-2,-1,74,74,74,74,74,74,74
50,16,75,4,8,Payette County,Idaho,20578,20578,20635,20843,21203,21476,21587,55,325,295,299,326,50,187,182,187,183,5,23,22,22,22,47,52,227,143,-57,0,-5,-2,-4,3,117,117,117,117,117,117,117
50,16,77,4,8,Power County,Idaho,7538,7538,7514,7496,7425,7358,7483,23,111,109,114,107,9,46,38,55,73,7,28,28,28,28,-44,-110,-170,-153,63,-1,-1,0,-1,0,54,54,54,54,54,54,54
50,16,79,4,8,Shoshone County,Idaho,13771,13771,13747,13451,13077,12985,12827,50,146,121,117,108,57,203,155,159,151,0,6,6,6,6,-18,-242,-345,-54,-122,1,-3,-1,-2,1,197,197,197,197,197,197,197
50,16,81,4,8,Teton County,Idaho,5999,5999,6108,6436,6815,7053,7253,36,137,125,139,154,5,35,27,30,27,6,54,54,51,51,73,173,228,78,21,-1,-1,-1,0,1,31,31,31,31,31,31,31
50,16,83,4,8,Twin Falls County,Idaho,64284,64284,64348,64583,65459,67055,67935,240,991,974,967,949,146,615,637,640,642,49,221,211,208,210,-79,-345,345,1073,355,0,-17,-17,-12,8,1420,1420,1420,1433,1450,1452,1452
50,16,85,4,8,Valley County,Idaho,7651,7651,7642,7694,7611,7762,7970,17,64,73,71,72,16,63,52,58,53,0,4,4,4,4,-9,50,-107,137,185,-1,-3,-1,-3,0,72,72,72,72,72,72,72
50,16,87,4,8,Washington County,Idaho,9977,9977,9975,9971,9961,10008,10059,36,137,137,136,133,23,124,103,116,103,9,40,36,34,34,-23,-54,-79,-6,-12,-1,-3,-1,-1,-1,147,147,147,147,147,147,147
40,17,0,2,3,Illinois,Illinois,12419293,12419647,12439674,12518441,12585204,12649087,12713634,45735,185443,181440,181061,180895,25109,106470,106221,106649,108893,16997,66958,65544,63729,63662,-17358,-68021,-73956,-74472,-70968,-238,857,-44,214,-149,321773,321773,321773,325514,326529,323096,323096
50,17,1,2,3,Adams County,Illinois,68277,68277,68203,67996,67818,67405,66916,197,822,833,753,757,172,829,863,880,909,4,24,23,23,22,-105,-203,-162,-299,-358,2,-21,-9,-10,-1,2750,2750,2750,2814,2767,2767,2767
50,17,3,2,3,Alexander County,Illinois,9590,9590,9588,9480,9456,9281,9191,26,147,132,133,149,20,122,126,145,147,0,-1,-1,-1,-1,-6,-130,-26,-161,-92,-2,-2,-3,-1,1,595,595,595,568,581,581,581
50,17,5,2,3,Bond County,Illinois,17633,17631,17646,17618,17851,17882,17980,44,182,194,170,164,39,176,190,191,174,1,6,6,6,6,8,-34,226,49,102,1,-6,-3,-3,0,2414,2414,2414,2358,2384,2384,2384
50,17,7,2,3,Boone County,Illinois,41786,41786,42083,43374,44800,46590,48490,134,607,627,624,617,67,284,315,304,313,46,150,146,141,142,187,825,973,1337,1461,-3,-7,-5,-8,-7,319,319,319,319,319,319,319
50,17,9,2,3,Brown County,Illinois,6950,6950,6955,6927,6839,6858,6805,22,57,53,54,60,16,45,59,62,57,0,7,7,6,7,-2,-44,-89,23,-66,1,-3,0,-2,3,1972,1972,1972,1972,1972,1972,1972
50,17,11,2,3,Bureau County,Illinois,35503,35503,35498,35291,35271,35302,35155,102,443,392,429,472,95,406,403,433,460,0,21,21,21,21,-15,-258,-24,20,-179,3,-7,-6,-6,-1,500,500,500,500,500,500,500
50,17,13,2,3,Calhoun County,Illinois,5084,5084,5092,5064,5012,5121,5190,17,48,43,47,54,11,67,63,52,60,0,-1,-1,-1,-1,2,-6,-30,117,74,0,-2,-1,-2,2,55,55,55,55,55,55,55
50,17,15,2,3,Carroll County,Illinois,16674,16674,16623,16448,16380,16381,16339,32,159,166,188,190,51,181,202,188,182,1,9,9,9,9,-32,-160,-40,-5,-59,-1,-2,-1,-3,0,248,248,248,248,248,248,248
50,17,17,2,3,Cass County,Illinois,13695,13695,13682,13691,13653,13814,13816,50,177,202,183,195,37,146,165,156,148,35,126,124,122,122,-60,-146,-198,13,-166,-1,-2,-1,-1,-1,212,212,212,212,212,212,212
50,17,19,2,3,Champaign County,Illinois,179669,179669,179803,180810,182323,183910,184369,542,2357,2294,2227,2132,282,1201,1192,1159,1168,306,1175,1147,1116,1114,-432,-1291,-718,-572,-1621,0,-33,-18,-25,2,14838,14838,14838,15242,16003,16003,16003
50,17,21,2,3,Christian County,Illinois,35372,35372,35362,35218,35215,35151,35322,91,384,388,390,418,97,451,439,426,382,5,19,19,19,19,-11,-85,33,-42,115,2,-11,-4,-5,1,1810,1810,1810,1810,1810,1810,1810
50,17,23,2,3,Clark County,Illinois,17008,17008,16996,16974,16999,16923,16906,45,193,186,171,169,39,222,197,195,229,0,1,1,1,1,-18,11,36,-49,41,0,-5,-1,-4,1,247,247,247,247,247,247,247
50,17,25,2,3,Clay County,Illinois,14560,14560,14551,14360,14294,14275,14186,38,200,178,175,184,43,172,189,211,221,0,5,5,5,5,-5,-224,-59,13,-55,1,0,-1,-1,-2,477,477,477,477,477,477,477
50,17,27,2,3,Clinton County,Illinois,35535,35531,35559,35696,35799,35998,36065,103,399,365,355,378,66,318,309,303,308,7,26,28,26,27,-18,38,24,127,-34,2,-8,-5,-6,4,2366,2366,2366,2365,2366,2366,2366
50,17,29,2,3,Coles County,Illinois,53196,53196,53041,52267,51858,51722,51528,159,580,584,564,574,136,500,489,494,541,9,41,40,40,40,-186,-894,-539,-238,-269,-1,-1,-5,-8,2,4554,4554,4554,3952,3747,3747,3747
50,17,31,2,3,Cook County,Illinois,5376741,5376815,5377467,5378567,5364160,5347614,5327777,21219,85992,83300,82702,81945,11025,46105,45275,44962,45512,11246,45517,44372,43190,43189,-20419,-84719,-96829,-97324,-99122,-369,415,25,-152,-337,93609,93609,93609,95376,97326,97326,97326
50,17,33,2,3,Crawford County,Illinois,20452,20452,20404,20304,20165,20063,20059,53,227,184,189,186,53,231,231,234,230,2,10,10,10,10,-51,-103,-99,-65,30,1,-3,-3,-2,0,1568,1568,1568,1568,1568,1568,1568
50,17,35,2,3,Cumberland County,Illinois,11253,11253,11263,11179,11101,11048,11066,26,121,123,121,129,26,128,133,140,154,0,2,2,2,2,11,-78,-69,-35,41,-1,-1,-1,-1,0,135,135,135,135,135,135,135
50,17,37,2,3,DeKalb County,Illinois,88969,88969,89295,90532,92000,93651,95503,290,1161,1140,1117,1129,140,600,614,619,585,93,350,344,335,335,73,351,611,833,964,10,-25,-13,-15,9,7785,7785,7785,8043,8442,8442,8442
50,17,39,2,3,De Witt County,Illinois,16798,16798,16792,16747,16654,16632,16597,43,230,195,200,214,47,190,188,217,249,1,7,7,7,7,-5,-87,-106,-9,-8,2,-5,-1,-3,1,266,266,266,266,266,266,266
50,17,41,2,3,Douglas County,Illinois,19922,19922,19920,19955,19952,19877,19942,79,293,293,284,313,43,184,227,207,188,3,33,32,32,32,-38,-99,-99,-181,-96,-3,-8,-2,-3,4,300,300,300,300,300,300,300
